bd09mc_X,bd09mc_Y,value,bd09_LNG,bd09_LAT,wgs84_LNG,wgs84_LAT,gcj02_LNG,gcj02_LAT
12724200,2581200,19,114.30218966594913,22.717159983027358,114.29075727885449,22.714289339636476,114.29560367952817,22.711490283700954
12744800,2567200,14,114.48724060094347,22.600430673919135,114.47601286160369,22.596885232252372,114.48078923689974,22.59408372099754
12678600,2581800,22,113.8925623535345,22.72216042190394,113.88121558045765,22.71884983478599,113.88610849491319,22.71583212159584
12724400,2589800,4,114.3039862769685,22.788815264246878,114.29258092908829,22.78593262985236,114.2974338808973,22.783158252951274
12750000,2566600,3,114.53395248744688,22.59542574668483,114.52276502110186,22.59263287244094,114.52737921265263,22.589693939114213
12705000,2571800,2,114.12971500809034,22.638795664678646,114.11819671312455,22.635143655525713,114.12329412836344,22.632460550352192
12678800,2563800,14,113.89435896455386,22.57206698651226,113.88303396640592,22.568799921626507,113.88791488327085,22.565752629342395
12715600,2583600,24,114.22493539211655,22.737160629294216,114.21358160570493,22.733825155276165,114.2184557838248,22.73101241650929
12744400,2567400,7,114.48364737890473,22.60209894209109,114.47240708104493,22.598546749852822,114.47719578252253,22.595755657169505
12678200,2589200,112,113.88896913149577,22.783817292651563,113.87765278298144,22.780478462441376,113.88255488572896,22.777482094816282
12740400,2570800,5,114.4477151585175,22.63045637043966,114.43629552658014,22.62731268555237,114.44118956445402,22.624609676946832
12706600,2567600,8,114.14408789624524,22.60376718980801,114.13254483007402,22.600262766405436,114.1376108990904,22.597556427022585
12681200,2552200,4,113.91591829678622,22.475252350000023,113.90454415432838,22.47229157374486,113.90940074269884,22.46923807572136
12713600,2576800,2,114.20696928192292,22.680484452660405,114.19553346343483,22.677452379140135,114.20044231456633,22.674649521227956
12684400,2559800,34,113.944664073096,22.53869038238554,113.93324592235514,22.53605912906337,113.93811621225821,22.533034460404014
12705800,2562000,5,114.13690145216779,22.55704852557324,114.1253898212627,22.553459263246072,114.13046818035755,22.550757421034323
12714800,2582000,6,114.2177489480391,22.72382719378607,114.20634787683602,22.720608884921322,114.21123541044122,22.717801224641867
12680800,2591200,18,113.91232507474749,22.80047647741627,113.90096677397277,22.79740163793181,113.90584549750407,22.794403491213377
12685200,2590400,51,113.95185051717345,22.793813050571078,113.94040168270823,22.791102718251608,113.94529650071385,22.78814389581351
12682800,2565200,4,113.93029118494111,22.58374686743089,113.91886729809991,22.581009144799502,113.92373069795924,22.577969651543956
12695600,2577600,50,114.0452742901803,22.687153469632477,114.03364954364433,22.684041100009836,114.03874293365,22.6813049384279
12728000,2583800,3,114.33632527531702,22.738827216271652,114.32492299124833,22.735561029315512,114.32981745627647,22.732828923441055
12695000,2558800,31,114.03988445712221,22.53034495533359,114.02831866015481,22.527181092289716,114.03339131212566,22.52440896897289
12697400,2566800,5,114.06144378935457,22.597094076214834,114.04974539173418,22.59413834625771,114.0548587901625,22.591420440263406
12664600,2579400,3,113.76679958217913,22.702157557598614,113.75518848569935,22.698659370223723,113.76035297833825,22.695813389159802
12681800,2553600,109,113.92130812984429,22.4869405149344,113.909918685978,22.48407370318538,113.91477484043678,22.4810223900658
12725400,2588400,23,114.31296933206531,22.777153042379172,114.30156141585351,22.77424383813107,114.30642447880813,22.771480376128874
12685400,2589800,2,113.95364712819283,22.788815264246878,113.942201942385,22.78609357883672,113.94709886947552,22.78313651858106
12704800,2571600,3,114.12791839707097,22.637127846787724,114.11639643563973,22.633470224660137,114.12149689741065,22.630788566789285
12681800,2587800,4,113.92130812984429,22.77215463860658,113.90993612359574,22.769247802201576,113.91481033249748,22.76624360825343
12747600,2561600,7,114.51239315521454,22.553710865121833,114.50123471296081,22.550521114346292,114.5059193621431,22.547639883424203
12698200,2563000,31,114.06863023343202,22.565392319272263,114.05694402761983,22.562441388385,114.06206359946367,22.55973250266596
12682400,2587000,9,113.92669796290238,22.76548981221173,113.91530591397368,22.762669630000303,113.92017992933782,22.759667090901907
12697800,2557600,8,114.06503701139329,22.520329769533074,114.0533702220281,22.517391154646624,114.05848304503277,22.514673582589452
12678400,2585000,2,113.89076574251514,22.748826306528926,113.87943799535924,22.745502527102005,113.8843351675286,22.74249371775436
12674000,2566000,39,113.85124030008916,22.590420635397464,113.83973165058347,22.587499534156922,113.84470308943523,22.584509781658376
12724400,2581400,16,114.3039862769685,22.718826816523418,114.29255087875043,22.715958736156395,114.29739932537815,22.71316288759034
12674000,2577600,15,113.85124030008916,22.687153469632477,113.83974302365863,22.684218369306514,113.8447206131364,22.681246106893713
12674200,2585200,15,113.85303691110853,22.750492749626392,113.84155219465339,22.747513559943386,113.84652917740674,22.744555254374955
12736400,2573200,1,114.41178293813024,22.65046981638791,114.40030631413592,22.647385462875672,114.40525299795901,22.644719796867495
12747200,2573000,3,114.50879993317581,22.64880214188697,114.49764152225374,22.645528581157926,114.50234482723287,22.64267097780203
12679600,2579000,1,113.9015454086313,22.698823459474497,113.89020069342372,22.695608099725394,113.89508123017661,22.692579995462744
12716800,2579400,70,114.23571505823273,22.702157557598614,114.22440384074878,22.69869762686904,114.22925788988532,22.69586515422889
12714000,2564800,3,114.21056250396165,22.580409860790095,114.19913422978486,22.57733757747939,114.20402834874155,22.57451201046173
12664800,2582800,1,113.76859619319849,22.73049407589987,113.75698526055356,22.726991125717486,113.76214972533363,22.724152000506898
12699400,2574200,5,114.0794098995482,22.658807881534827,114.06774258712305,22.65575892909143,114.0728762897551,22.653078702019524
12676000,2585400,1,113.86920641028279,22.75215917216491,113.85781686991373,22.748933578462598,113.86275474953435,22.745949551505827
12715400,2581400,4,114.22313878109719,22.718826816523418,114.21176617519451,22.715522045452527,114.21664259081737,22.712706235489325
12668400,2579000,19,113.80093519154701,22.698823459474497,113.78929934767139,22.695779148968356,113.79440732170106,22.69289959362013
12718600,2566800,5,114.25188455740698,22.597094076214834,114.24060101270959,22.59362138575176,114.2454300665407,22.59076099825664
12707400,2565200,8,114.15127434032269,22.58374686743089,114.13972892657385,22.580371012445234,114.14477692415439,22.577651227895956
12696400,2577400,15,114.05246073425775,22.685486246158522,114.0408048188443,22.68246003697597,114.0459107928594,22.679740137805688
12707600,2572000,22,114.15307095134204,22.640463462088793,114.14154933055386,22.637119270465288,114.14659655452466,22.63440498106383
12668000,2584600,4,113.7973419695083,22.745493358661847,113.78571970116492,22.74236996570251,113.79083844283505,22.739508299382678
12677000,2568200,10,113.8781894653796,22.608771810216915,113.86682561527904,22.60548743371378,113.87173556241906,22.602458974466213
12750600,2567000,7,114.53934232050497,22.598762385293327,114.52816226936244,22.59603105064477,114.53275982928304,22.593078304280915
12673800,2567000,32,113.8494436890698,22.598762385293327,113.8379231267211,22.595867311825153,113.84289980040487,22.5928818652716
12710000,2574200,1,114.1746302835744,22.658807881534827,114.16310242550139,22.65583945683498,114.16809443842806,22.65309019070541
12722400,2573200,1,114.28602016677488,22.65046981638791,114.27467753109178,22.64747309404512,114.27950649044412,22.64463744844737
12691400,2576000,66,114.00754545877369,22.67381510752856,113.99611945179537,22.67032149036198,114.00112504293025,22.66747593957708
12696800,2573000,9,114.05605395629648,22.64880214188697,114.04440491111954,22.645818072497956,114.0495141777332,22.643097996786505
12679000,2555400,15,113.89615557557322,22.501966688579866,113.88483633809928,22.498718852811844,113.88971050753418,22.49566694956355
12717800,2566400,8,114.24469811332953,22.59375739670449,114.23341041977206,22.59027100284058,114.23824608967081,22.587412353552903
12685000,2566800,7,113.9500539061541,22.597094076214834,113.93858774195567,22.59443621533582,113.94346771643521,22.59142612234987
12679800,2576200,2,113.90334201965068,22.675482474572412,113.8920182339996,22.67230139549274,113.89689551854771,22.669267295500475
12721000,2583000,21,114.27344388963934,22.73216074506883,114.26211172695712,22.728930237644608,114.26694175050234,22.726103538716107
12673800,2578000,8,113.8494436890698,22.690487855035254,113.83793203215502,22.687578487709274,113.84291454684578,22.684610277584305
