113.9180129,22.53364724
113.9182218,22.53370504
113.8915642,22.54765859
113.9168054,22.49942333
113.9168143,22.49946633
113.9453215,22.58307239
113.9479578,22.54548527
113.9423892,22.55973267
113.982692,22.59722724
113.945013,22.58285905
113.9825752,22.59846942
113.9825324,22.59754767
113.8858929,22.54944845
113.8908512,22.50519319
113.8996035,22.5141587
113.9003759,22.5141176
113.9005924,22.54036043
113.9010839,22.53552762
113.9018236,22.51441033
113.9024259,22.51500317
113.9056038,22.51925006
113.9075345,22.53148374
113.9077031,22.53852728
113.9080092,22.53851414
113.9081927,22.53099645
113.9085184,22.53618101
113.9085406,22.51627084
113.9086136,22.51768376
113.908827,22.54342042
113.9090107,22.5157936
113.9090745,22.53493379
113.9092329,22.528886
113.9093442,22.54068731
113.9124904,22.53985941
113.9126413,22.54111622
113.9127826,22.51984713
113.9136937,22.5333629
113.9140323,22.52342209
113.9144252,22.50857621
113.9149953,22.53813363
113.9157305,22.53321729
113.9158734,22.53431611
113.9162511,22.53689465
113.9164122,22.53509961
113.9177317,22.52129904
113.9178268,22.52045098
113.9179028,22.53512726
113.9179388,22.53511123
113.918556,22.52906294
113.9189887,22.53074244
113.9192276,22.53191315
113.9193475,22.53203702
113.9194225,22.53186196
113.9197502,22.51967513
113.9199069,22.52241387
113.9200766,22.50983305
113.920209,22.51994765
113.9208936,22.52095289
113.921171,22.54404343
113.92181,22.52317881
113.92194,22.52249469
113.9221985,22.52875514
113.9234808,22.52987161
113.9236447,22.513527
113.9237952,22.52047361
113.9238055,22.53054319
113.9243781,22.51574106
113.9246751,22.51278177
113.9250166,22.51760221
113.9269153,22.51823174
113.9273287,22.523458
113.9281099,22.5265738
